AMPLITUDE_35,AOLALA34,AUDIO_OUTPUT_LEFT_ALERT_AMP_00140,73.1533117426322,85.5533117426322,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_34,AOLALA33,AUDIO_OUTPUT_LEFT_ALERT_AMP_00160,75.2925201920932,86.7925201920932,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_33,AOLALA32,AUDIO_OUTPUT_LEFT_ALERT_AMP_00180,77.3668266871343,88.0668266871343,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_32,AOLALA31,AUDIO_OUTPUT_LEFT_ALERT_AMP_00200,79.1352744102545,89.1352744102545,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_31,AOLALA30,AUDIO_OUTPUT_LEFT_ALERT_AMP_00224,81.2926107389833,90.2926107389833,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_30,AOLALA29,AUDIO_OUTPUT_LEFT_ALERT_AMP_00250,83.1713541727541,91.5713541727541,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_29,AOLALA28,AUDIO_OUTPUT_LEFT_ALERT_AMP_00280,84.8592554801293,93.3592554801293,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_28,AOLALA27,AUDIO_OUTPUT_LEFT_ALERT_AMP_00315,86.7526238448780,94.7526238448780,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_27,AOLALA26,AUDIO_OUTPUT_LEFT_ALERT_AMP_00355,88.7932324228295,96.7932324228295,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_26,AOLALA25,AUDIO_OUTPUT_LEFT_ALERT_AMP_00400,90.9453250584134,98.9453250584134,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_25,AOLALA24,AUDIO_OUTPUT_LEFT_ALERT_AMP_00450,92.6647866292413,100.664786629241,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_24,AOLALA23,AUDIO_OUTPUT_LEFT_ALERT_AMP_00500,93.9638960137699,101.963896013770,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_23,AOLALA22,AUDIO_OUTPUT_LEFT_ALERT_AMP_00560,95.2099518786722,103.209951878672,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_22,AOLALA21,AUDIO_OUTPUT_LEFT_ALERT_AMP_00630,96.4264165979439,104.426416597944,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_21,AOLALA20,AUDIO_OUTPUT_LEFT_ALERT_AMP_00710,97.3394518711336,105.339451871134,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_20,AOLALA19,AUDIO_OUTPUT_LEFT_ALERT_AMP_00800,97.3468565080439,105.346856508044,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_19,AOLALA18,AUDIO_OUTPUT_LEFT_ALERT_AMP_00900,97.3612517310665,105.361251731066,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_18,AOLALA17,AUDIO_OUTPUT_LEFT_ALERT_AMP_01000,96.6562480719610,104.656248071961,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_17,AOLALA16,AUDIO_OUTPUT_LEFT_ALERT_AMP_01120,97.2004646124951,105.200464612495,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_16,AOLALA15,AUDIO_OUTPUT_LEFT_ALERT_AMP_01250,96.9545551801285,104.954555180129,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_15,AOLALA14,AUDIO_OUTPUT_LEFT_ALERT_AMP_01400,96.6315939095022,104.631593909502,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_14,AOLALA13,AUDIO_OUTPUT_LEFT_ALERT_AMP_01600,96.1872120749468,104.187212074947,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_13,AOLALA12,AUDIO_OUTPUT_LEFT_ALERT_AMP_01800,97.1818881012800,105.181888101280,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_12,AOLALA11,AUDIO_OUTPUT_LEFT_ALERT_AMP_02000,97.2123455057356,105.212345505736,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_11,AOLALA10,AUDIO_OUTPUT_LEFT_ALERT_AMP_02240,97.6137484871207,105.613748487121,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_10,AOLALA09,AUDIO_OUTPUT_LEFT_ALERT_AMP_02500,98.3016048127919,106.301604812792,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_09,AOLALA08,AUDIO_OUTPUT_LEFT_ALERT_AMP_02800,99.3980705178970,107.398070517897,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_08,AOLALA07,AUDIO_OUTPUT_LEFT_ALERT_AMP_03150,101.206672175072,109.206672175072,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_07,AOLALA06,AUDIO_OUTPUT_LEFT_ALERT_AMP_03550,101.442473634147,109.442473634147,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_06,AOLALA05,AUDIO_OUTPUT_LEFT_ALERT_AMP_04000,98.5638159303379,107.763815930338,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_05,AOLALA04,AUDIO_OUTPUT_LEFT_ALERT_AMP_04500,104.999865872537,114.399865872537,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_04,AOLALA03,AUDIO_OUTPUT_LEFT_ALERT_AMP_05000,110.040839909752,120.540839909752,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_03,AOLALA02,AUDIO_OUTPUT_LEFT_ALERT_AMP_05600,107.074507221858,118.274507221858,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_02,AOLALA01,AUDIO_OUTPUT_LEFT_ALERT_AMP_06300,101.773605652820,112.273605652820,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
AMPLITUDE_01,AOLALA71,AUDIO_OUTPUT_LEFT_ALERT_AMP_07100,97.6124871772132,108.712487177213,dBSPL,MANAUS5G23,*,*,*,Audio_Stat_Analysis,Limit for the amplitude.,FALSE
HOHD_35,AOLALH34,AUDIO_OUTPUT_LEFT_ALERT_HOHD_00140,0,10,%,MANAUS5G23,*,*,*,Audio_Stat_Analysis_High,Limit for the High Order Harmonic Distortion.,FALSE
HOHD_34,AOLALH33,AUDIO_OUTPUT_LEFT_ALERT_HOHD_00160,0,9,%,MANAUS5G23,*,*,*,Audio_Stat_Analysis_High,Limit for the High Order Harmonic Distortion.,FALSE
